,county,eis facility id,agency facility id,tri facility id,company name,site name,facility source type,site latitude,site longitude,address,city,zip code,pollutant code,pollutant type(s),total emissions,emissions uom,data set
840923,Alameda,10476111,1130315895.0,,,"HERITAGE ESTATES/SUNDT CONSTRUCTION, INC",,37.678340999999996,-121.784896,900 E STANLEY BLVD,LIVERMORE,94550,NOX,CAP,0.005742051,TON,2017NEI_Feb2020
840926,Alameda,10476111,1130315895.0,,,"HERITAGE ESTATES/SUNDT CONSTRUCTION, INC",,37.678340999999996,-121.784896,900 E STANLEY BLVD,LIVERMORE,94550,PM10-PRI,CAP,0.00011302799999999999,TON,2017NEI_Feb2020
840928,Alameda,10476111,1130315895.0,,,"HERITAGE ESTATES/SUNDT CONSTRUCTION, INC",,37.678340999999996,-121.784896,900 E STANLEY BLVD,LIVERMORE,94550,PM25-PRI,CAP,0.000110321,TON,2017NEI_Feb2020
840949,Alameda,10476211,1130315894.0,,THE HOME DEPOT #1007,THE HOME DEPOT #1007,,37.76794,-122.22396,4000 ALAMEDA AVENUE,OAKLAND,94601,NOX,CAP,0.005072597,TON,2017NEI_Feb2020
840952,Alameda,10476211,1130315894.0,,THE HOME DEPOT #1007,THE HOME DEPOT #1007,,37.76794,-122.22396,4000 ALAMEDA AVENUE,OAKLAND,94601,PM10-PRI,CAP,0.000198912,TON,2017NEI_Feb2020
840954,Alameda,10476211,1130315894.0,,THE HOME DEPOT #1007,THE HOME DEPOT #1007,,37.76794,-122.22396,4000 ALAMEDA AVENUE,OAKLAND,94601,PM25-PRI,CAP,0.000194147,TON,2017NEI_Feb2020
840960,Alameda,10476411,1130315852.0,,TARGET CORPORATION -T0828,TARGET CORPORATION -T0828,,37.700509999999994,-121.7469,4300 LAS POSITAS ROAD,LIVERMORE,94550,NOX,CAP,0.004965956,TON,2017NEI_Feb2020
840963,Alameda,10476411,1130315852.0,,TARGET CORPORATION -T0828,TARGET CORPORATION -T0828,,37.700509999999994,-121.7469,4300 LAS POSITAS ROAD,LIVERMORE,94550,PM10-PRI,CAP,1.4605e-05,TON,2017NEI_Feb2020
840965,Alameda,10476411,1130315852.0,,TARGET CORPORATION -T0828,TARGET CORPORATION -T0828,,37.700509999999994,-121.7469,4300 LAS POSITAS ROAD,LIVERMORE,94550,PM25-PRI,CAP,1.4605e-05,TON,2017NEI_Feb2020
840971,Alameda,10476511,1130315843.0,,TARGET CORPORATION T-1472,TARGET CORPORATION T-1472,,37.6077,-122.06586999999999,2499 WHIPPLE ROAD,HAYWARD,94544,NOX,CAP,0.0022020539999999997,TON,2017NEI_Feb2020
840974,Alameda,10476511,1130315843.0,,TARGET CORPORATION T-1472,TARGET CORPORATION T-1472,,37.6077,-122.06586999999999,2499 WHIPPLE ROAD,HAYWARD,94544,PM10-PRI,CAP,6.476e-06,TON,2017NEI_Feb2020
840976,Alameda,10476511,1130315843.0,,TARGET CORPORATION T-1472,TARGET CORPORATION T-1472,,37.6077,-122.06586999999999,2499 WHIPPLE ROAD,HAYWARD,94544,PM25-PRI,CAP,6.476e-06,TON,2017NEI_Feb2020
840981,Alameda,10476611,1130315801.0,,"UNITED PLASTICS GROUP, INC",MEDPLAST FREMONT,,37.49085,-121.95385,"45581 NORTHPORT LOOP, WEST",FREMONT,94538,PM10-PRI,CAP,1.296e-06,TON,2017NEI_Feb2020
840983,Alameda,10476611,1130315801.0,,"UNITED PLASTICS GROUP, INC",MEDPLAST FREMONT,,37.49085,-121.95385,"45581 NORTHPORT LOOP, WEST",FREMONT,94538,PM25-PRI,CAP,9.72e-07,TON,2017NEI_Feb2020
840987,Alameda,10476711,11303158.0,,"CONAGRA, INC",MILLER MILLING COMPANY,,37.77302,-122.23788,2201 E 7TH STREET,OAKLAND,94606,PM10-PRI,CAP,26.26146174,TON,2017NEI_Feb2020
840989,Alameda,10476711,11303158.0,,"CONAGRA, INC",MILLER MILLING COMPANY,,37.77302,-122.23788,2201 E 7TH STREET,OAKLAND,94606,PM25-PRI,CAP,15.75687546,TON,2017NEI_Feb2020
841008,Alameda,10476911,1130315760.0,,SSA TERMINALS  (OAKLAND) LLC,SSA TERMINALS (OAKLAND) LLC,,37.80852,-122.31228999999999,1999 MIDDLE HARBOR RD,OAKLAND,94607,NOX,CAP,0.05278258,TON,2017NEI_Feb2020
841011,Alameda,10476911,1130315760.0,,SSA TERMINALS  (OAKLAND) LLC,SSA TERMINALS (OAKLAND) LLC,,37.80852,-122.31228999999999,1999 MIDDLE HARBOR RD,OAKLAND,94607,PM10-PRI,CAP,0.0037720559999999998,TON,2017NEI_Feb2020
841013,Alameda,10476911,1130315760.0,,SSA TERMINALS  (OAKLAND) LLC,SSA TERMINALS (OAKLAND) LLC,,37.80852,-122.31228999999999,1999 MIDDLE HARBOR RD,OAKLAND,94607,PM25-PRI,CAP,0.003681684,TON,2017NEI_Feb2020
841034,Alameda,10477111,1130315748.0,,SAN FRANCISCO BAY AREA RAPID T,SAN FRANCISCO BAY AREA RAPID TRANSIT DISTRICT,,37.77543,-122.22426999999999,3401 E 12TH STREET,OAKLAND,94602,NOX,CAP,0.005123481,TON,2017NEI_Feb2020
841037,Alameda,10477111,1130315748.0,,SAN FRANCISCO BAY AREA RAPID T,SAN FRANCISCO BAY AREA RAPID TRANSIT DISTRICT,,37.77543,-122.22426999999999,3401 E 12TH STREET,OAKLAND,94602,PM10-PRI,CAP,0.00012198,TON,2017NEI_Feb2020
841039,Alameda,10477111,1130315748.0,,SAN FRANCISCO BAY AREA RAPID T,SAN FRANCISCO BAY AREA RAPID TRANSIT DISTRICT,,37.77543,-122.22426999999999,3401 E 12TH STREET,OAKLAND,94602,PM25-PRI,CAP,0.00011905700000000001,TON,2017NEI_Feb2020
841047,Alameda,10477211,1130315741.0,,DELUXE MARBLE,BAY MARBLE,,37.52707,-122.03273999999999,"37444 SYCAMORE ST, STE 11",NEWARK,94560,NOX,CAP,0.004006603,TON,2017NEI_Feb2020
841050,Alameda,10477211,1130315741.0,,DELUXE MARBLE,BAY MARBLE,,37.52707,-122.03273999999999,"37444 SYCAMORE ST, STE 11",NEWARK,94560,PM10-PRI,CAP,8.5714e-05,TON,2017NEI_Feb2020
841052,Alameda,10477211,1130315741.0,,DELUXE MARBLE,BAY MARBLE,,37.52707,-122.03273999999999,"37444 SYCAMORE ST, STE 11",NEWARK,94560,PM25-PRI,CAP,8.5714e-05,TON,2017NEI_Feb2020
841057,Alameda,10477311,1130315740.0,,CALIFORNIA WASTE SOLUTIONS -WO,CALIFORNIA WASTE SOLUTIONS -WOOD STREET,,37.8239,-122.2906,3300 WOOD STREET,OAKLAND,94607,PM10-PRI,CAP,0.01384016,TON,2017NEI_Feb2020
841059,Alameda,10477311,1130315740.0,,CALIFORNIA WASTE SOLUTIONS -WO,CALIFORNIA WASTE SOLUTIONS -WOOD STREET,,37.8239,-122.2906,3300 WOOD STREET,OAKLAND,94607,PM25-PRI,CAP,0.01333557,TON,2017NEI_Feb2020
841062,Alameda,10477411,1130315739.0,,CALIFORNIA WASTE SOLUTIONS-10S,CALIFORNIA WASTE SOLUTIONS-10ST STREET,,37.81131,-122.30195,1820 10TH STREET,OAKLAND,94607,PM10-PRI,CAP,0.4809319,TON,2017NEI_Feb2020
841064,Alameda,10477411,1130315739.0,,CALIFORNIA WASTE SOLUTIONS-10S,CALIFORNIA WASTE SOLUTIONS-10ST STREET,,37.81131,-122.30195,1820 10TH STREET,OAKLAND,94607,PM25-PRI,CAP,0.46339790000000003,TON,2017NEI_Feb2020
841084,Alameda,10478111,1130315697.0,,SEVENTH STREET PROPERTIES II,SEVENTH STREET PROPERTIES II,,37.852525,-122.29620800000001,700 HEINZ AVENUE,BERKELEY,94710,NOX,CAP,0.00903362,TON,2017NEI_Feb2020
841087,Alameda,10478111,1130315697.0,,SEVENTH STREET PROPERTIES II,SEVENTH STREET PROPERTIES II,,37.852525,-122.29620800000001,700 HEINZ AVENUE,BERKELEY,94710,PM10-PRI,CAP,0.000237555,TON,2017NEI_Feb2020
841089,Alameda,10478111,1130315697.0,,SEVENTH STREET PROPERTIES II,SEVENTH STREET PROPERTIES II,,37.852525,-122.29620800000001,700 HEINZ AVENUE,BERKELEY,94710,PM25-PRI,CAP,0.00023186299999999999,TON,2017NEI_Feb2020
841111,Alameda,10478611,1130315677.0,,CITY OF SAN LEANDRO FIRE STATI,CITY OF SAN LEANDRO FIRE STATION #12,,37.70919,-122.14012,1065 143RD AVENUE,SAN LEANDRO,94578,NOX,CAP,0.000891439,TON,2017NEI_Feb2020
841114,Alameda,10478611,1130315677.0,,CITY OF SAN LEANDRO FIRE STATI,CITY OF SAN LEANDRO FIRE STATION #12,,37.70919,-122.14012,1065 143RD AVENUE,SAN LEANDRO,94578,PM10-PRI,CAP,1.2222000000000001e-05,TON,2017NEI_Feb2020
841116,Alameda,10478611,1130315677.0,,CITY OF SAN LEANDRO FIRE STATI,CITY OF SAN LEANDRO FIRE STATION #12,,37.70919,-122.14012,1065 143RD AVENUE,SAN LEANDRO,94578,PM25-PRI,CAP,1.1929e-05,TON,2017NEI_Feb2020
841137,Alameda,10478711,1130315676.0,,CITY OF SAN LEANDRO FIRE STATI,CITY OF SAN LEANDRO FIRE STATION #11,,37.69153,-122.17031000000001,14903 CATALINA STREET,SAN LEANDRO,94577,NOX,CAP,0.0123122,TON,2017NEI_Feb2020
841140,Alameda,10478711,1130315676.0,,CITY OF SAN LEANDRO FIRE STATI,CITY OF SAN LEANDRO FIRE STATION #11,,37.69153,-122.17031000000001,14903 CATALINA STREET,SAN LEANDRO,94577,PM10-PRI,CAP,0.000475811,TON,2017NEI_Feb2020
841142,Alameda,10478711,1130315676.0,,CITY OF SAN LEANDRO FIRE STATI,CITY OF SAN LEANDRO FIRE STATION #11,,37.69153,-122.17031000000001,14903 CATALINA STREET,SAN LEANDRO,94577,PM25-PRI,CAP,0.00046441099999999997,TON,2017NEI_Feb2020
841163,Alameda,10478811,1130315675.0,,CITY OF SAN LEANDRO FIRE STATI,CITY OF SAN LEANDRO FIRE STATION #10,,37.70759,-122.18177,2194 WILLIAMS STREET,SAN LEANDRO,94577,NOX,CAP,0.000148607,TON,2017NEI_Feb2020
841166,Alameda,10478811,1130315675.0,,CITY OF SAN LEANDRO FIRE STATI,CITY OF SAN LEANDRO FIRE STATION #10,,37.70759,-122.18177,2194 WILLIAMS STREET,SAN LEANDRO,94577,PM10-PRI,CAP,6.1989999999999994e-06,TON,2017NEI_Feb2020
841168,Alameda,10478811,1130315675.0,,CITY OF SAN LEANDRO FIRE STATI,CITY OF SAN LEANDRO FIRE STATION #10,,37.70759,-122.18177,2194 WILLIAMS STREET,SAN LEANDRO,94577,PM25-PRI,CAP,6.051e-06,TON,2017NEI_Feb2020
841189,Alameda,10479111,1130315638.0,,EAST BAY REGIONAL PARK DISTRIC,EAST BAY REGIONAL PARK DISTRICT,,37.713770000000004,-122.10105,17930 LAKE CHABOT ROAD,CASTRO VALLEY,94546,NOX,CAP,0.058307387999999995,TON,2017NEI_Feb2020
841192,Alameda,10479111,1130315638.0,,EAST BAY REGIONAL PARK DISTRIC,EAST BAY REGIONAL PARK DISTRICT,,37.713770000000004,-122.10105,17930 LAKE CHABOT ROAD,CASTRO VALLEY,94546,PM10-PRI,CAP,0.000714452,TON,2017NEI_Feb2020
841194,Alameda,10479111,1130315638.0,,EAST BAY REGIONAL PARK DISTRIC,EAST BAY REGIONAL PARK DISTRICT,,37.713770000000004,-122.10105,17930 LAKE CHABOT ROAD,CASTRO VALLEY,94546,PM25-PRI,CAP,0.0006982239999999999,TON,2017NEI_Feb2020
841219,Alameda,10479511,1130315592.0,,CITY AND COUNTY OF SAN FRANCIS,SAN FRANCISCO PUBLIC UTILITIES COMMISSION,,37.58605,-121.8681,5555 CALAVERAS RD,SUNOL,94586,NOX,CAP,0.111887526,TON,2017NEI_Feb2020
841222,Alameda,10479511,1130315592.0,,CITY AND COUNTY OF SAN FRANCIS,SAN FRANCISCO PUBLIC UTILITIES COMMISSION,,37.58605,-121.8681,5555 CALAVERAS RD,SUNOL,94586,PM10-PRI,CAP,0.001341465,TON,2017NEI_Feb2020
841224,Alameda,10479511,1130315592.0,,CITY AND COUNTY OF SAN FRANCIS,SAN FRANCISCO PUBLIC UTILITIES COMMISSION,,37.58605,-121.8681,5555 CALAVERAS RD,SUNOL,94586,PM25-PRI,CAP,0.0013235,TON,2017NEI_Feb2020
841490,Alameda,10481011,1130315538.0,,BNSF RAILWAY CO,BNSF RAILWAY CO,,37.8133,-122.31036999999999,333 MARITIME STREET,OAKLAND,94607,NOX,CAP,0.008540064,TON,2017NEI_Feb2020
841493,Alameda,10481011,1130315538.0,,BNSF RAILWAY CO,BNSF RAILWAY CO,,37.8133,-122.31036999999999,333 MARITIME STREET,OAKLAND,94607,PM10-PRI,CAP,7.9305e-05,TON,2017NEI_Feb2020
841495,Alameda,10481011,1130315538.0,,BNSF RAILWAY CO,BNSF RAILWAY CO,,37.8133,-122.31036999999999,333 MARITIME STREET,OAKLAND,94607,PM25-PRI,CAP,7.7405e-05,TON,2017NEI_Feb2020
841517,Alameda,10481311,1130315493.0,,"INPHENIX, INC","INPHENIX, INC",,37.6931,-121.7463,250 N MINES ROAD,LIVERMORE,94551,NOX,CAP,0.0129024,TON,2017NEI_Feb2020
841520,Alameda,10481311,1130315493.0,,"INPHENIX, INC","INPHENIX, INC",,37.6931,-121.7463,250 N MINES ROAD,LIVERMORE,94551,PM10-PRI,CAP,0.000180235,TON,2017NEI_Feb2020
841522,Alameda,10481311,1130315493.0,,"INPHENIX, INC","INPHENIX, INC",,37.6931,-121.7463,250 N MINES ROAD,LIVERMORE,94551,PM25-PRI,CAP,0.00017466,TON,2017NEI_Feb2020
841529,Alameda,10481611,1130315448.0,,ENABLENCE USA COMPONENT INC,ENABLENCE USA COMPONENT INC,,37.4688,-121.93608,2933 BAYVIEW DRIVE,FREMONT,94539,PM10-PRI,CAP,4.8627e-05,TON,2017NEI_Feb2020
841531,Alameda,10481611,1130315448.0,,ENABLENCE USA COMPONENT INC,ENABLENCE USA COMPONENT INC,,37.4688,-121.93608,2933 BAYVIEW DRIVE,FREMONT,94539,PM25-PRI,CAP,2.9176e-05,TON,2017NEI_Feb2020
841551,Alameda,10481811,1130315409.0,,"MATTSON TECHNOLOGY, INC","MATTSON TECHNOLOGY, INC",,37.476409999999994,-121.93953,47131 BAYSIDE PKWY,FREMONT,94538,NOX,CAP,0.09287384,TON,2017NEI_Feb2020
841554,Alameda,10481811,1130315409.0,,"MATTSON TECHNOLOGY, INC","MATTSON TECHNOLOGY, INC",,37.476409999999994,-121.93953,47131 BAYSIDE PKWY,FREMONT,94538,PM10-PRI,CAP,0.001273311,TON,2017NEI_Feb2020
841556,Alameda,10481811,1130315409.0,,"MATTSON TECHNOLOGY, INC","MATTSON TECHNOLOGY, INC",,37.476409999999994,-121.93953,47131 BAYSIDE PKWY,FREMONT,94538,PM25-PRI,CAP,0.001242804,TON,2017NEI_Feb2020
841563,Alameda,10482111,1130315359.0,,TARGET CORPORATION - T0328,TARGET CORPORATION - T0328,,37.70688,-121.93088,7200 AMADOR PLAZA,DUBLIN,94568,NOX,CAP,0.009795903,TON,2017NEI_Feb2020
841566,Alameda,10482111,1130315359.0,,TARGET CORPORATION - T0328,TARGET CORPORATION - T0328,,37.70688,-121.93088,7200 AMADOR PLAZA,DUBLIN,94568,PM10-PRI,CAP,2.881e-05,TON,2017NEI_Feb2020
841568,Alameda,10482111,1130315359.0,,TARGET CORPORATION - T0328,TARGET CORPORATION - T0328,,37.70688,-121.93088,7200 AMADOR PLAZA,DUBLIN,94568,PM25-PRI,CAP,2.881e-05,TON,2017NEI_Feb2020
841589,Alameda,10482211,1130315352.0,,SBC ADVANCED SOLUTIONS INC,SBC ADVANCED SOLUTIONS INC,,37.70848,-121.88813999999999,5130 HACIENDA DR,DUBLIN,94568,NOX,CAP,0.09361394,TON,2017NEI_Feb2020
841592,Alameda,10482211,1130315352.0,,SBC ADVANCED SOLUTIONS INC,SBC ADVANCED SOLUTIONS INC,,37.70848,-121.88813999999999,5130 HACIENDA DR,DUBLIN,94568,PM10-PRI,CAP,0.0031832040000000002,TON,2017NEI_Feb2020
841594,Alameda,10482211,1130315352.0,,SBC ADVANCED SOLUTIONS INC,SBC ADVANCED SOLUTIONS INC,,37.70848,-121.88813999999999,5130 HACIENDA DR,DUBLIN,94568,PM25-PRI,CAP,0.00310694,TON,2017NEI_Feb2020
841615,Alameda,10482611,1130315285.0,,CITY OF DUBLIN,CITY OF DUBLIN,,37.703070000000004,-121.85056999999999,4800 FALLON ROAD,DUBLIN,94568,NOX,CAP,0.01337158,TON,2017NEI_Feb2020
841618,Alameda,10482611,1130315285.0,,CITY OF DUBLIN,CITY OF DUBLIN,,37.703070000000004,-121.85056999999999,4800 FALLON ROAD,DUBLIN,94568,PM10-PRI,CAP,0.00018332599999999999,TON,2017NEI_Feb2020
841620,Alameda,10482611,1130315285.0,,CITY OF DUBLIN,CITY OF DUBLIN,,37.703070000000004,-121.85056999999999,4800 FALLON ROAD,DUBLIN,94568,PM25-PRI,CAP,0.000178934,TON,2017NEI_Feb2020
841648,Alameda,10482711,1130315278.0,,WAREHAM PROPERTIES,WAREHAM DEVELOPMENT,,37.83913,-122.29115,HORTON STREET,EMERYVILLE,94608,NOX,CAP,4.5770786260000005,TON,2017NEI_Feb2020
841651,Alameda,10482711,1130315278.0,,WAREHAM PROPERTIES,WAREHAM DEVELOPMENT,,37.83913,-122.29115,HORTON STREET,EMERYVILLE,94608,PM10-PRI,CAP,0.134392346,TON,2017NEI_Feb2020
841653,Alameda,10482711,1130315278.0,,WAREHAM PROPERTIES,WAREHAM DEVELOPMENT,,37.83913,-122.29115,HORTON STREET,EMERYVILLE,94608,PM25-PRI,CAP,0.134321339,TON,2017NEI_Feb2020
841679,Alameda,10482911,1130315263.0,,BOTTLING GROUP LLC,BOTTLING GROUP LLC,Food Products Processing Plant,37.614740000000005,-122.08683,29000 HESPERIAN BLVD,HAYWARD,94545,NOX,CAP,1.156360167,TON,2017NEI_Feb2020
841682,Alameda,10482911,1130315263.0,,BOTTLING GROUP LLC,BOTTLING GROUP LLC,Food Products Processing Plant,37.614740000000005,-122.08683,29000 HESPERIAN BLVD,HAYWARD,94545,PM10-PRI,CAP,0.132567037,TON,2017NEI_Feb2020
841684,Alameda,10482911,1130315263.0,,BOTTLING GROUP LLC,BOTTLING GROUP LLC,Food Products Processing Plant,37.614740000000005,-122.08683,29000 HESPERIAN BLVD,HAYWARD,94545,PM25-PRI,CAP,0.132562192,TON,2017NEI_Feb2020
841705,Alameda,10483311,1130315225.0,,ROCHE MOLECULAR SYSTEMS INC,ROCHE MOLECULAR SYSTEMS INC,,37.6927,-121.90128999999999,4300 HACIENDA DRIVE,PLEASANTON,94588,NOX,CAP,0.01548288,TON,2017NEI_Feb2020
841708,Alameda,10483311,1130315225.0,,ROCHE MOLECULAR SYSTEMS INC,ROCHE MOLECULAR SYSTEMS INC,,37.6927,-121.90128999999999,4300 HACIENDA DRIVE,PLEASANTON,94588,PM10-PRI,CAP,0.000212272,TON,2017NEI_Feb2020
841710,Alameda,10483311,1130315225.0,,ROCHE MOLECULAR SYSTEMS INC,ROCHE MOLECULAR SYSTEMS INC,,37.6927,-121.90128999999999,4300 HACIENDA DRIVE,PLEASANTON,94588,PM25-PRI,CAP,0.000207186,TON,2017NEI_Feb2020
842302,Alameda,10485611,1130315171.0,,FOUR POINTS BY SHERATON,FOUR POINTS BY SHERATON,,37.83872,-122.29376,1603 POWELL STREET,EMERYVILLE,94608,NOX,CAP,0.01407535,TON,2017NEI_Feb2020
842305,Alameda,10485611,1130315171.0,,FOUR POINTS BY SHERATON,FOUR POINTS BY SHERATON,,37.83872,-122.29376,1603 POWELL STREET,EMERYVILLE,94608,PM10-PRI,CAP,0.000192975,TON,2017NEI_Feb2020
842307,Alameda,10485611,1130315171.0,,FOUR POINTS BY SHERATON,FOUR POINTS BY SHERATON,,37.83872,-122.29376,1603 POWELL STREET,EMERYVILLE,94608,PM25-PRI,CAP,0.00018835099999999999,TON,2017NEI_Feb2020
842328,Alameda,10486011,1130315106.0,,LION MALL,LION MALL,,37.52427,-122.00816,39055 CEDAR BLVD,NEWARK,94560,NOX,CAP,0.004222605999999999,TON,2017NEI_Feb2020
842331,Alameda,10486011,1130315106.0,,LION MALL,LION MALL,,37.52427,-122.00816,39055 CEDAR BLVD,NEWARK,94560,PM10-PRI,CAP,5.7892e-05,TON,2017NEI_Feb2020
842333,Alameda,10486011,1130315106.0,,LION MALL,LION MALL,,37.52427,-122.00816,39055 CEDAR BLVD,NEWARK,94560,PM25-PRI,CAP,5.6505e-05,TON,2017NEI_Feb2020
842339,Alameda,10486211,1130315062.0,,JATCO INCORPORATED,JATCO INCORPORATED,,37.59176,-122.0102,34343 ZWISSIG WAY,UNION CITY,94587,NOX,CAP,2.366742,TON,2017NEI_Feb2020
842342,Alameda,10486211,1130315062.0,,JATCO INCORPORATED,JATCO INCORPORATED,,37.59176,-122.0102,34343 ZWISSIG WAY,UNION CITY,94587,PM10-PRI,CAP,0.04971814,TON,2017NEI_Feb2020
842344,Alameda,10486211,1130315062.0,,JATCO INCORPORATED,JATCO INCORPORATED,,37.59176,-122.0102,34343 ZWISSIG WAY,UNION CITY,94587,PM25-PRI,CAP,0.0496181,TON,2017NEI_Feb2020
842367,Alameda,10487211,1130315010.0,,VERIZON WIRELESS - (EAST 14TH,VERIZON WIRELESS - (EAST 14TH & 98TH),,37.735640000000004,-122.16428,10950 INTERNATIONAL BLVD,OAKLAND,94619,NOX,CAP,0.01243323,TON,2017NEI_Feb2020
842370,Alameda,10487211,1130315010.0,,VERIZON WIRELESS - (EAST 14TH,VERIZON WIRELESS - (EAST 14TH & 98TH),,37.735640000000004,-122.16428,10950 INTERNATIONAL BLVD,OAKLAND,94619,PM10-PRI,CAP,0.00017046099999999998,TON,2017NEI_Feb2020
842372,Alameda,10487211,1130315010.0,,VERIZON WIRELESS - (EAST 14TH,VERIZON WIRELESS - (EAST 14TH & 98TH),,37.735640000000004,-122.16428,10950 INTERNATIONAL BLVD,OAKLAND,94619,PM25-PRI,CAP,0.000166377,TON,2017NEI_Feb2020
842393,Alameda,10487511,1130314995.0,,PACIFIC RACING ASSOCIATION,PACIFIC RACING ASSOCIATION,,37.8842,-122.3118,1100 EASTSHORE HWY,ALBANY,94706,NOX,CAP,0.012001965,TON,2017NEI_Feb2020
842396,Alameda,10487511,1130314995.0,,PACIFIC RACING ASSOCIATION,PACIFIC RACING ASSOCIATION,,37.8842,-122.3118,1100 EASTSHORE HWY,ALBANY,94706,PM10-PRI,CAP,0.000223432,TON,2017NEI_Feb2020
842398,Alameda,10487511,1130314995.0,,PACIFIC RACING ASSOCIATION,PACIFIC RACING ASSOCIATION,,37.8842,-122.3118,1100 EASTSHORE HWY,ALBANY,94706,PM25-PRI,CAP,0.000218078,TON,2017NEI_Feb2020
842420,Alameda,10488011,1130314951.0,,LIVERMORE MUNICIPAL WATER - AL,LIVERMORE MUNICIPAL WATER - ALTAMONT PUMP STATION,,37.69413,-121.67878999999999,8756 PATTERSON PASS RD,LIVERMORE,94551,NOX,CAP,0.05345005,TON,2017NEI_Feb2020
842423,Alameda,10488011,1130314951.0,,LIVERMORE MUNICIPAL WATER - AL,LIVERMORE MUNICIPAL WATER - ALTAMONT PUMP STATION,,37.69413,-121.67878999999999,8756 PATTERSON PASS RD,LIVERMORE,94551,PM10-PRI,CAP,0.001533385,TON,2017NEI_Feb2020
842425,Alameda,10488011,1130314951.0,,LIVERMORE MUNICIPAL WATER - AL,LIVERMORE MUNICIPAL WATER - ALTAMONT PUMP STATION,,37.69413,-121.67878999999999,8756 PATTERSON PASS RD,LIVERMORE,94551,PM25-PRI,CAP,0.001496648,TON,2017NEI_Feb2020
842446,Alameda,10488111,1130314949.0,,FIFTH & POTTER STREET ASSOC,FIFTH & POTTER STREET ASSOC,,37.85109,-122.29395,725 POTTER STREET,BERKELEY,94710,NOX,CAP,0.07741442,TON,2017NEI_Feb2020
842449,Alameda,10488111,1130314949.0,,FIFTH & POTTER STREET ASSOC,FIFTH & POTTER STREET ASSOC,,37.85109,-122.29395,725 POTTER STREET,BERKELEY,94710,PM10-PRI,CAP,0.001061361,TON,2017NEI_Feb2020
842451,Alameda,10488111,1130314949.0,,FIFTH & POTTER STREET ASSOC,FIFTH & POTTER STREET ASSOC,,37.85109,-122.29395,725 POTTER STREET,BERKELEY,94710,PM25-PRI,CAP,0.001035933,TON,2017NEI_Feb2020
842456,Alameda,10488211,1130314928.0,,SEGALE BROS,SEGALE BROS,,37.65658,-122.12874,1705 SABRE STREET,HAYWARD,94545,PM10-PRI,CAP,9.75e-06,TON,2017NEI_Feb2020
842458,Alameda,10488211,1130314928.0,,SEGALE BROS,SEGALE BROS,,37.65658,-122.12874,1705 SABRE STREET,HAYWARD,94545,PM25-PRI,CAP,5.85e-06,TON,2017NEI_Feb2020
842478,Alameda,10488411,1130314924.0,,CHABOT COMMUNITY COLLEGE,CHABOT COMMUNITY COLLEGE,,37.63904,-122.10168999999999,25555 HESPERIAN BLVD,HAYWARD,94545,NOX,CAP,0.47758773,TON,2017NEI_Feb2020
842481,Alameda,10488411,1130314924.0,,CHABOT COMMUNITY COLLEGE,CHABOT COMMUNITY COLLEGE,,37.63904,-122.10168999999999,25555 HESPERIAN BLVD,HAYWARD,94545,PM10-PRI,CAP,0.124811671,TON,2017NEI_Feb2020
842483,Alameda,10488411,1130314924.0,,CHABOT COMMUNITY COLLEGE,CHABOT COMMUNITY COLLEGE,,37.63904,-122.10168999999999,25555 HESPERIAN BLVD,HAYWARD,94545,PM25-PRI,CAP,0.124553235,TON,2017NEI_Feb2020
842489,Alameda,10488711,1130314903.0,,TARGET STORE T1422,TARGET STORE T1422,,37.54703,-121.9859,39201 FREMONT BLVD,FREMONT,94538,NOX,CAP,0.01596749,TON,2017NEI_Feb2020
842492,Alameda,10488711,1130314903.0,,TARGET STORE T1422,TARGET STORE T1422,,37.54703,-121.9859,39201 FREMONT BLVD,FREMONT,94538,PM10-PRI,CAP,4.696e-05,TON,2017NEI_Feb2020
842494,Alameda,10488711,1130314903.0,,TARGET STORE T1422,TARGET STORE T1422,,37.54703,-121.9859,39201 FREMONT BLVD,FREMONT,94538,PM25-PRI,CAP,4.696e-05,TON,2017NEI_Feb2020
842681,Alameda,10490111,1130314822.0,,FEDERAL AVIATION ADMINISTRATIO,FEDERAL AVIATION ADMINISTRATION,,37.7089,-122.22513000000001,OAKLAND AIRPORT,OAKLAND,94621,NOX,CAP,0.12026443,TON,2017NEI_Feb2020
842684,Alameda,10490111,1130314822.0,,FEDERAL AVIATION ADMINISTRATIO,FEDERAL AVIATION ADMINISTRATION,,37.7089,-122.22513000000001,OAKLAND AIRPORT,OAKLAND,94621,PM10-PRI,CAP,0.0036270509999999996,TON,2017NEI_Feb2020
842686,Alameda,10490111,1130314822.0,,FEDERAL AVIATION ADMINISTRATIO,FEDERAL AVIATION ADMINISTRATION,,37.7089,-122.22513000000001,OAKLAND AIRPORT,OAKLAND,94621,PM25-PRI,CAP,0.003540155,TON,2017NEI_Feb2020
842694,Alameda,10490611,1130314695.0,,TARGET STORE T1428,TARGET STORE T1428,,37.7032,-122.1278,"15555 E 14TH ST, STE 400",SAN LEANDRO,94578,NOX,CAP,0.01538945,TON,2017NEI_Feb2020
842697,Alameda,10490611,1130314695.0,,TARGET STORE T1428,TARGET STORE T1428,,37.7032,-122.1278,"15555 E 14TH ST, STE 400",SAN LEANDRO,94578,PM10-PRI,CAP,4.526e-05,TON,2017NEI_Feb2020
